primary_ethnic_origin,secondary_ethnic_origin,tertiary_ethnic_origin,total_count,male_count,female_count
European origins,Southern European origins,Spanish,260,115,150
European origins,Southern European origins,Yugoslavian; n.o.s.,15,0,0
European origins,Southern European origins,Southern European origins; n.i.e.,0,0,0
European origins,Other European origins,,260,135,130
European origins,Other European origins,Basque,10,10,10
European origins,Other European origins,Jewish,195,100,95
European origins,Other European origins,Roma (Gypsy),0,0,0
European origins,Other European origins,Slavic; n.o.s.,10,0,10
European origins,Other European origins,Other European origins; n.i.e.,55,35,20
Caribbean origins,Other European origins,,410,185,225
Caribbean origins,Antiguan,,10,0,10
Caribbean origins,Bahamian,,0,0,0
Caribbean origins,Barbadian,,10,10,10
Caribbean origins,Bermudan,,0,0,0
Caribbean origins,Carib,,10,0,0
Caribbean origins,Cuban,,30,15,10
Caribbean origins,Dominican,,10,10,0
Caribbean origins,Grenadian,,0,0,0
Caribbean origins,Guadeloupean,,0,0,0
Caribbean origins,Haitian,,105,50,60
Caribbean origins,Jamaican,,155,70,85
Caribbean origins,Kittitian/Nevisian,,0,0,0
Caribbean origins,Martinican,,0,0,0
Caribbean origins,Montserratan,,0,0,0
Caribbean origins,Puerto Rican,,0,0,0
Caribbean origins,St. Lucian,,0,0,0
Caribbean origins,Trinidadian/Tobagonian,,45,15,30
Caribbean origins,Vincentian/Grenadinian,,0,0,0
Caribbean origins,West Indian; n.o.s.,,15,15,10
Caribbean origins,Caribbean origins; n.i.e.,,35,25,20
Latin; Central and South American origins,,,410,190,220
Latin; Central and South American origins,Aboriginal from Central/South America (except Arawak and Maya),,20,10,0
Latin; Central and South American origins,Arawak,,0,0,0
Latin; Central and South American origins,Argentinian,,40,25,15
Latin; Central and South American origins,Belizean,,0,0,0
Latin; Central and South American origins,Bolivian,,0,0,0
Latin; Central and South American origins,Brazilian,,35,15,20
Latin; Central and South American origins,Chilean,,20,15,10
Latin; Central and South American origins,Colombian,,25,10,10
Latin; Central and South American origins,Costa Rican,,0,0,0
Latin; Central and South American origins,Ecuadorian,,15,10,0
Latin; Central and South American origins,Guatemalan,,0,0,0
Latin; Central and South American origins,Guyanese,,40,25,15
Latin; Central and South American origins,Hispanic,,0,10,0
Latin; Central and South American origins,Honduran,,0,0,0
Latin; Central and South American origins,Maya,,15,10,15
Latin; Central and South American origins,Mexican,,100,30,75
Latin; Central and South American origins,Nicaraguan,,0,0,0
Latin; Central and South American origins,Panamanian,,10,0,10
Latin; Central and South American origins,Paraguayan,,0,0,0
Latin; Central and South American origins,Peruvian,,55,35,20
Latin; Central and South American origins,Salvadorean,,35,15,20
Latin; Central and South American origins,Uruguayan,,0,0,0
Latin; Central and South American origins,Venezuelan,,20,10,10
Latin; Central and South American origins,Latin; Central and South American origins; n.i.e.,,25,15,10
African origins,,,1125,590,535
African origins,Central and West African origins,,270,135,140
African origins,Central and West African origins,Akan,0,0,0
African origins,Central and West African origins,Angolan,10,10,10
African origins,Central and West African origins,Ashanti,0,0,0
African origins,Central and West African origins,Beninese,0,0,0
African origins,Central and West African origins,Burkinabe,0,0,0
African origins,Central and West African origins,Cameroonian,15,10,15
African origins,Central and West African origins,Chadian,10,0,0
African origins,Central and West African origins,Congolese,80,30,55
African origins,Central and West African origins,Edo,0,0,0
African origins,Central and West African origins,Ewe,0,0,0
African origins,Central and West African origins,Gabonese,0,0,0
African origins,Central and West African origins,Gambian,20,10,10
African origins,Central and West African origins,Ghanaian,30,15,10
African origins,Central and West African origins,Guinean,15,10,10
African origins,Central and West African origins,Ibo,15,10,10
African origins,Central and West African origins,Ivorian,0,0,0
African origins,Central and West African origins,Liberian,0,0,0
African origins,Central and West African origins,Malian,0,0,0
African origins,Central and West African origins,Malinké,10,10,0
African origins,Central and West African origins,Nigerian,35,15,20
African origins,Central and West African origins,Peulh,0,0,0
African origins,Central and West African origins,Senegalese,0,0,0
African origins,Central and West African origins,Sierra Leonean,0,0,0
African origins,Central and West African origins,Togolese,0,0,0
African origins,Central and West African origins,Wolof,15,10,0
African origins,Central and West African origins,Yoruba,0,0,0
African origins,Central and West African origins,Central and West African origins; n.i.e.,25,10,15
African origins,North African origins,,175,105,70
African origins,North African origins,Algerian,40,15,20
African origins,North African origins,Berber,25,10,20
African origins,North African origins,Coptic,0,0,0
African origins,North African origins,Dinka,0,0,0
African origins,North African origins,Egyptian,55,30,30
African origins,North African origins,Libyan,10,0,10
African origins,North African origins,Maure,10,0,0
African origins,North African origins,Moroccan,40,25,15
African origins,North African origins,Sudanese,25,20,0
African origins,North African origins,Tunisian,0,0,0
African origins,North African origins,North African origins; n.i.e.,0,10,0
African origins,Southern and East African origins,,475,245,220
African origins,Southern and East African origins,Afrikaner,10,0,0
African origins,Southern and East African origins,Amhara,0,0,0
African origins,Southern and East African origins,Bantu; n.o.s.,0,0,0
African origins,Southern and East African origins,Burundian,55,35,20
African origins,Southern and East African origins,Djiboutian,30,10,20
African origins,Southern and East African origins,Eritrean,55,25,30
African origins,Southern and East African origins,Ethiopian,60,40,20
African origins,Southern and East African origins,Harari,0,0,0
African origins,Southern and East African origins,Kenyan,30,15,15
African origins,Southern and East African origins,Malagasy,0,0,0
African origins,Southern and East African origins,Mauritian,0,0,0
African origins,Southern and East African origins,Oromo,10,10,0
African origins,Southern and East African origins,Rwandan,30,10,15
African origins,Southern and East African origins,Seychellois,0,0,0
African origins,Southern and East African origins,Somali,140,75,70
African origins,Southern and East African origins,South African,30,20,15
African origins,Southern and East African origins,Tanzanian,10,0,0
African origins,Southern and East African origins,Tigrian,0,0,0
African origins,Southern and East African origins,Ugandan,10,10,0
African origins,Southern and East African origins,Zambian,0,0,10
African origins,Southern and East African origins,Zimbabwean,0,0,0
African origins,Southern and East African origins,Zulu,0,0,0
African origins,Southern and East African origins,Southern and East African origins; n.i.e.,35,20,15
African origins,Other African origins,,220,105,110
African origins,Other African origins,Black; n.o.s.,10,10,0
African origins,Other African origins,Other African origins; n.i.e.,210,100,110
Asian origins,Other African origins,,4260,2115,2145
Asian origins,West Central Asian and Middle Eastern origins,,1060,585,475
Asian origins,West Central Asian and Middle Eastern origins,Afghan,35,10,20
Asian origins,West Central Asian and Middle Eastern origins,Arab; n.o.s.,155,95,55
Asian origins,West Central Asian and Middle Eastern origins,Armenian,50,25,20
Asian origins,West Central Asian and Middle Eastern origins,Assyrian,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Azerbaijani,10,0,10
Asian origins,West Central Asian and Middle Eastern origins,Georgian,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Hazara,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Iranian,170,90,80
Asian origins,West Central Asian and Middle Eastern origins,Iraqi,55,30,15
Asian origins,West Central Asian and Middle Eastern origins,Israeli,25,15,10
Asian origins,West Central Asian and Middle Eastern origins,Jordanian,25,20,0
Asian origins,West Central Asian and Middle Eastern origins,Kazakh,35,20,15
Asian origins,West Central Asian and Middle Eastern origins,Kurd,10,10,0
Asian origins,West Central Asian and Middle Eastern origins,Kuwaiti,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Kyrgyz,15,10,0
Asian origins,West Central Asian and Middle Eastern origins,Lebanese,260,145,115
Asian origins,West Central Asian and Middle Eastern origins,Palestinian,50,35,20
Asian origins,West Central Asian and Middle Eastern origins,Pashtun,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Saudi Arabian,10,0,15
Asian origins,West Central Asian and Middle Eastern origins,Syrian,80,40,40
Asian origins,West Central Asian and Middle Eastern origins,Tajik,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Tatar,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Turk,135,55,80
Asian origins,West Central Asian and Middle Eastern origins,Turkmen,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Uighur,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Uzbek,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Yemeni,55,35,20
Asian origins,West Central Asian and Middle Eastern origins,West Central Asian and Middle Eastern origins; n.i.e.,45,35,10
Asian origins,South Asian origins,,755,360,400
Asian origins,South Asian origins,Bangladeshi,110,50,55
Asian origins,South Asian origins,Bengali,35,10,25
Asian origins,South Asian origins,Bhutanese,0,0,0
Asian origins,South Asian origins,East Indian,475,225,255
Asian origins,South Asian origins,Goan,10,10,0
Asian origins,South Asian origins,Gujarati,0,0,10
Asian origins,South Asian origins,Kashmiri,0,0,0
Asian origins,South Asian origins,Nepali,25,10,20
Asian origins,South Asian origins,Pakistani,75,45,30
Asian origins,South Asian origins,Punjabi,0,0,0
Asian origins,South Asian origins,Sinhalese,10,10,0
Asian origins,South Asian origins,Sri Lankan,25,15,10
Asian origins,South Asian origins,Tamil,35,20,20
Asian origins,South Asian origins,South Asian origins; n.i.e.,50,30,20
Asian origins,East and Southeast Asian origins,,2460,1180,1285
Asian origins,East and Southeast Asian origins,Burmese,150,80,70
Asian origins,East and Southeast Asian origins,Cambodian (Khmer),85,45,30
Asian origins,East and Southeast Asian origins,Chinese,1460,665,790
Asian origins,East and Southeast Asian origins,Filipino,105,40,65
Asian origins,East and Southeast Asian origins,Hmong,0,0,0
Asian origins,East and Southeast Asian origins,Indonesian,40,30,15
Asian origins,East and Southeast Asian origins,Japanese,60,25,35
Asian origins,East and Southeast Asian origins,Karen,25,20,10
Asian origins,East and Southeast Asian origins,Korean,65,30,35
Asian origins,East and Southeast Asian origins,Laotian,15,10,10
Asian origins,East and Southeast Asian origins,Malaysian,15,10,10
Asian origins,East and Southeast Asian origins,Mongolian,30,20,15
Asian origins,East and Southeast Asian origins,Singaporean,0,0,0
Asian origins,East and Southeast Asian origins,Taiwanese,20,10,15
Asian origins,East and Southeast Asian origins,Thai,20,10,10
Asian origins,East and Southeast Asian origins,Tibetan,10,10,0
Asian origins,East and Southeast Asian origins,Vietnamese,545,285,255
Asian origins,East and Southeast Asian origins,East and Southeast Asian origins; n.i.e.,0,0,0
Asian origins,Other Asian origins,,10,10,0
Asian origins,Other Asian origins,Other Asian origins; n.i.e.,10,10,0
Oceania origins,Other Asian origins,,45,30,15
Oceania origins,Australian,,25,15,10
Oceania origins,New Zealander,,20,15,10
Oceania origins,Pacific Islands origins,,0,0,0
Oceania origins,Pacific Islands origins,Fijian,0,0,0
Oceania origins,Pacific Islands origins,Hawaiian,0,0,0
Oceania origins,Pacific Islands origins,Maori,0,0,0
Oceania origins,Pacific Islands origins,Polynesian; n.o.s.,0,0,0
Oceania origins,Pacific Islands origins,Samoan,0,0,0
Oceania origins,Pacific Islands origins,Pacific Islands origins; n.i.e.,0,0,0
