primary_ethnic_origin,secondary_ethnic_origin,tertiary_ethnic_origin,total_count,male_count,female_count
European origins,Eastern European origins,Byelorussian,20,10,0
European origins,Eastern European origins,Czech,95,40,55
European origins,Eastern European origins,Czechoslovakian; n.o.s.,25,0,15
European origins,Eastern European origins,Estonian,20,10,0
European origins,Eastern European origins,Hungarian,200,105,95
European origins,Eastern European origins,Latvian,45,20,25
European origins,Eastern European origins,Lithuanian,135,70,60
European origins,Eastern European origins,Moldovan,20,10,0
European origins,Eastern European origins,Polish,1180,535,640
European origins,Eastern European origins,Romanian,240,75,165
European origins,Eastern European origins,Russian,490,220,275
European origins,Eastern European origins,Slovak,100,60,40
European origins,Eastern European origins,Ukrainian,710,315,395
European origins,Eastern European origins,Eastern European origins; n.i.e.,30,20,10
European origins,Southern European origins,,2185,1035,1155
European origins,Southern European origins,Albanian,15,10,10
European origins,Southern European origins,Bosnian,85,55,35
European origins,Southern European origins,Catalan,0,0,0
European origins,Southern European origins,Croatian,195,75,120
European origins,Southern European origins,Cypriot,10,10,10
European origins,Southern European origins,Greek,160,90,75
European origins,Southern European origins,Italian,1325,670,650
European origins,Southern European origins,Kosovar,0,0,0
European origins,Southern European origins,Macedonian,20,10,10
European origins,Southern European origins,Maltese,20,10,10
European origins,Southern European origins,Montenegrin,45,10,30
European origins,Southern European origins,Portuguese,170,80,90
European origins,Southern European origins,Serbian,95,40,55
European origins,Southern European origins,Sicilian,20,10,15
European origins,Southern European origins,Slovenian,10,0,10
European origins,Southern European origins,Spanish,195,55,140
European origins,Southern European origins,Yugoslavian; n.o.s.,15,0,10
European origins,Southern European origins,Southern European origins; n.i.e.,15,10,10
European origins,Other European origins,,320,175,145
European origins,Other European origins,Basque,0,0,10
European origins,Other European origins,Jewish,265,160,110
European origins,Other European origins,Roma (Gypsy),0,0,0
European origins,Other European origins,Slavic; n.o.s.,0,0,0
European origins,Other European origins,Other European origins; n.i.e.,55,20,35
Caribbean origins,Other European origins,,640,260,380
Caribbean origins,Antiguan,,0,0,0
Caribbean origins,Bahamian,,0,0,0
Caribbean origins,Barbadian,,60,30,30
Caribbean origins,Bermudan,,0,0,0
Caribbean origins,Carib,,0,0,0
Caribbean origins,Cuban,,20,15,0
Caribbean origins,Dominican,,25,15,10
Caribbean origins,Grenadian,,10,0,0
Caribbean origins,Guadeloupean,,0,0,0
Caribbean origins,Haitian,,140,65,80
Caribbean origins,Jamaican,,225,85,140
Caribbean origins,Kittitian/Nevisian,,0,0,0
Caribbean origins,Martinican,,0,0,0
Caribbean origins,Montserratan,,0,0,0
Caribbean origins,Puerto Rican,,0,0,0
Caribbean origins,St. Lucian,,15,0,15
Caribbean origins,Trinidadian/Tobagonian,,125,40,90
Caribbean origins,Vincentian/Grenadinian,,10,0,0
Caribbean origins,West Indian; n.o.s.,,75,25,50
Caribbean origins,Caribbean origins; n.i.e.,,25,20,0
Latin; Central and South American origins,,,460,180,280
Latin; Central and South American origins,Aboriginal from Central/South America (except Arawak and Maya),,40,20,20
Latin; Central and South American origins,Arawak,,0,0,0
Latin; Central and South American origins,Argentinian,,0,10,0
Latin; Central and South American origins,Belizean,,15,15,0
Latin; Central and South American origins,Bolivian,,25,15,10
Latin; Central and South American origins,Brazilian,,30,15,15
Latin; Central and South American origins,Chilean,,35,15,20
Latin; Central and South American origins,Colombian,,25,25,0
Latin; Central and South American origins,Costa Rican,,0,0,0
Latin; Central and South American origins,Ecuadorian,,50,30,20
Latin; Central and South American origins,Guatemalan,,10,0,0
Latin; Central and South American origins,Guyanese,,75,20,55
Latin; Central and South American origins,Hispanic,,0,0,0
Latin; Central and South American origins,Honduran,,0,0,0
Latin; Central and South American origins,Maya,,0,0,0
Latin; Central and South American origins,Mexican,,55,10,45
Latin; Central and South American origins,Nicaraguan,,10,0,10
Latin; Central and South American origins,Panamanian,,0,0,0
Latin; Central and South American origins,Paraguayan,,10,0,10
Latin; Central and South American origins,Peruvian,,45,25,25
Latin; Central and South American origins,Salvadorean,,60,20,40
Latin; Central and South American origins,Uruguayan,,0,0,0
Latin; Central and South American origins,Venezuelan,,55,20,35
Latin; Central and South American origins,Latin; Central and South American origins; n.i.e.,,30,10,20
African origins,,,765,385,380
African origins,Central and West African origins,,150,65,85
African origins,Central and West African origins,Akan,0,0,0
African origins,Central and West African origins,Angolan,10,0,10
African origins,Central and West African origins,Ashanti,0,0,0
African origins,Central and West African origins,Beninese,0,0,0
African origins,Central and West African origins,Burkinabe,10,0,10
African origins,Central and West African origins,Cameroonian,0,0,0
African origins,Central and West African origins,Chadian,0,0,0
African origins,Central and West African origins,Congolese,35,20,20
African origins,Central and West African origins,Edo,0,0,0
African origins,Central and West African origins,Ewe,0,0,0
African origins,Central and West African origins,Gabonese,0,0,0
African origins,Central and West African origins,Gambian,0,0,0
African origins,Central and West African origins,Ghanaian,10,0,0
African origins,Central and West African origins,Guinean,0,0,0
African origins,Central and West African origins,Ibo,0,0,0
African origins,Central and West African origins,Ivorian,15,10,0
African origins,Central and West African origins,Liberian,0,0,0
African origins,Central and West African origins,Malian,0,0,0
African origins,Central and West African origins,Malinké,0,0,0
African origins,Central and West African origins,Nigerian,80,30,45
African origins,Central and West African origins,Peulh,0,0,0
African origins,Central and West African origins,Senegalese,15,10,10
African origins,Central and West African origins,Sierra Leonean,0,0,0
African origins,Central and West African origins,Togolese,0,0,0
African origins,Central and West African origins,Wolof,0,0,0
African origins,Central and West African origins,Yoruba,0,0,0
African origins,Central and West African origins,Central and West African origins; n.i.e.,15,10,10
African origins,North African origins,,240,135,100
African origins,North African origins,Algerian,10,0,10
African origins,North African origins,Berber,10,10,0
African origins,North African origins,Coptic,0,0,0
African origins,North African origins,Dinka,0,0,0
African origins,North African origins,Egyptian,145,85,60
African origins,North African origins,Libyan,40,20,20
African origins,North African origins,Maure,0,0,0
African origins,North African origins,Moroccan,25,20,10
African origins,North African origins,Sudanese,15,15,10
African origins,North African origins,Tunisian,10,0,10
African origins,North African origins,North African origins; n.i.e.,0,0,0
African origins,Southern and East African origins,,275,145,130
African origins,Southern and East African origins,Afrikaner,10,0,0
African origins,Southern and East African origins,Amhara,0,0,0
African origins,Southern and East African origins,Bantu; n.o.s.,0,0,0
African origins,Southern and East African origins,Burundian,0,0,0
African origins,Southern and East African origins,Djiboutian,15,0,10
African origins,Southern and East African origins,Eritrean,30,10,20
African origins,Southern and East African origins,Ethiopian,30,15,10
African origins,Southern and East African origins,Harari,0,0,0
African origins,Southern and East African origins,Kenyan,15,0,10
African origins,Southern and East African origins,Malagasy,0,0,0
African origins,Southern and East African origins,Mauritian,0,0,0
African origins,Southern and East African origins,Oromo,0,0,0
African origins,Southern and East African origins,Rwandan,0,0,10
African origins,Southern and East African origins,Seychellois,10,0,0
African origins,Southern and East African origins,Somali,60,25,35
African origins,Southern and East African origins,South African,25,25,0
African origins,Southern and East African origins,Tanzanian,0,0,0
African origins,Southern and East African origins,Tigrian,0,0,0
African origins,Southern and East African origins,Ugandan,10,10,0
African origins,Southern and East African origins,Zambian,0,0,0
African origins,Southern and East African origins,Zimbabwean,10,10,0
African origins,Southern and East African origins,Zulu,15,10,0
African origins,Southern and East African origins,Southern and East African origins; n.i.e.,55,25,25
African origins,Other African origins,,175,80,95
African origins,Other African origins,Black; n.o.s.,45,15,30
African origins,Other African origins,Other African origins; n.i.e.,150,70,80
Asian origins,Other African origins,,3640,1740,1895
Asian origins,West Central Asian and Middle Eastern origins,,1090,585,505
Asian origins,West Central Asian and Middle Eastern origins,Afghan,110,55,55
Asian origins,West Central Asian and Middle Eastern origins,Arab; n.o.s.,175,80,95
Asian origins,West Central Asian and Middle Eastern origins,Armenian,60,30,35
Asian origins,West Central Asian and Middle Eastern origins,Assyrian,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Azerbaijani,20,10,10
Asian origins,West Central Asian and Middle Eastern origins,Georgian,15,0,0
Asian origins,West Central Asian and Middle Eastern origins,Hazara,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Iranian,150,80,75
Asian origins,West Central Asian and Middle Eastern origins,Iraqi,85,45,45
Asian origins,West Central Asian and Middle Eastern origins,Israeli,30,20,10
Asian origins,West Central Asian and Middle Eastern origins,Jordanian,30,20,15
Asian origins,West Central Asian and Middle Eastern origins,Kazakh,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Kurd,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Kuwaiti,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Kyrgyz,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Lebanese,325,185,140
Asian origins,West Central Asian and Middle Eastern origins,Palestinian,80,50,35
Asian origins,West Central Asian and Middle Eastern origins,Pashtun,10,10,0
Asian origins,West Central Asian and Middle Eastern origins,Saudi Arabian,10,0,0
Asian origins,West Central Asian and Middle Eastern origins,Syrian,45,25,20
Asian origins,West Central Asian and Middle Eastern origins,Tajik,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Tatar,10,0,0
Asian origins,West Central Asian and Middle Eastern origins,Turk,95,60,35
Asian origins,West Central Asian and Middle Eastern origins,Turkmen,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Uighur,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Uzbek,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Yemeni,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,West Central Asian and Middle Eastern origins; n.i.e.,55,25,30
Asian origins,South Asian origins,,940,495,445
Asian origins,South Asian origins,Bangladeshi,55,25,30
Asian origins,South Asian origins,Bengali,0,0,0
Asian origins,South Asian origins,Bhutanese,0,0,0
Asian origins,South Asian origins,East Indian,665,360,305
Asian origins,South Asian origins,Goan,0,0,0
Asian origins,South Asian origins,Gujarati,0,0,0
Asian origins,South Asian origins,Kashmiri,10,0,0
Asian origins,South Asian origins,Nepali,10,10,10
Asian origins,South Asian origins,Pakistani,115,55,55
Asian origins,South Asian origins,Punjabi,20,15,10
Asian origins,South Asian origins,Sinhalese,0,0,0
Asian origins,South Asian origins,Sri Lankan,25,20,10
Asian origins,South Asian origins,Tamil,0,0,0
Asian origins,South Asian origins,South Asian origins; n.i.e.,70,30,40
Asian origins,East and Southeast Asian origins,,1760,755,1005
Asian origins,East and Southeast Asian origins,Burmese,25,10,20
Asian origins,East and Southeast Asian origins,Cambodian (Khmer),40,10,35
Asian origins,East and Southeast Asian origins,Chinese,935,420,510
Asian origins,East and Southeast Asian origins,Filipino,370,155,215
Asian origins,East and Southeast Asian origins,Hmong,0,0,0
Asian origins,East and Southeast Asian origins,Indonesian,20,10,10
Asian origins,East and Southeast Asian origins,Japanese,90,40,45
Asian origins,East and Southeast Asian origins,Karen,0,0,0
Asian origins,East and Southeast Asian origins,Korean,30,0,30
Asian origins,East and Southeast Asian origins,Laotian,10,0,0
Asian origins,East and Southeast Asian origins,Malaysian,30,10,20
Asian origins,East and Southeast Asian origins,Mongolian,0,0,0
Asian origins,East and Southeast Asian origins,Singaporean,0,0,0
Asian origins,East and Southeast Asian origins,Taiwanese,15,10,10
Asian origins,East and Southeast Asian origins,Thai,10,0,15
Asian origins,East and Southeast Asian origins,Tibetan,0,0,0
Asian origins,East and Southeast Asian origins,Vietnamese,350,160,190
Asian origins,East and Southeast Asian origins,East and Southeast Asian origins; n.i.e.,0,0,0
Asian origins,Other Asian origins,,10,10,10
Asian origins,Other Asian origins,Other Asian origins; n.i.e.,10,10,0
Oceania origins,Other Asian origins,,95,35,60
Oceania origins,Australian,,75,20,60
Oceania origins,New Zealander,,25,15,10
Oceania origins,Pacific Islands origins,,0,0,0
Oceania origins,Pacific Islands origins,Fijian,0,0,0
Oceania origins,Pacific Islands origins,Hawaiian,0,0,0
Oceania origins,Pacific Islands origins,Maori,0,0,0
Oceania origins,Pacific Islands origins,Polynesian; n.o.s.,0,0,0
Oceania origins,Pacific Islands origins,Samoan,0,0,0
Oceania origins,Pacific Islands origins,Pacific Islands origins; n.i.e.,0,0,0
