primary_ethnic_origin,secondary_ethnic_origin,tertiary_ethnic_origin,total_count,male_count,female_count
European origins,Northern European origins (except British Isles origins),Icelandic,15,0,15
European origins,Northern European origins (except British Isles origins),Norwegian,120,65,50
European origins,Northern European origins (except British Isles origins),Swedish,70,25,45
European origins,Northern European origins (except British Isles origins),Northern European origins; n.i.e.,25,15,15
European origins,Eastern European origins,,1200,555,645
European origins,Eastern European origins,Bulgarian,10,0,0
European origins,Eastern European origins,Byelorussian,15,0,10
European origins,Eastern European origins,Czech,90,30,60
European origins,Eastern European origins,Czechoslovakian; n.o.s.,30,15,15
European origins,Eastern European origins,Estonian,15,0,10
European origins,Eastern European origins,Hungarian,130,75,60
European origins,Eastern European origins,Latvian,30,15,20
European origins,Eastern European origins,Lithuanian,10,10,10
European origins,Eastern European origins,Moldovan,0,0,0
European origins,Eastern European origins,Polish,430,210,225
European origins,Eastern European origins,Romanian,65,35,35
European origins,Eastern European origins,Russian,195,95,105
European origins,Eastern European origins,Slovak,30,10,15
European origins,Eastern European origins,Ukrainian,350,170,180
European origins,Eastern European origins,Eastern European origins; n.i.e.,10,10,0
European origins,Southern European origins,,1300,600,695
European origins,Southern European origins,Albanian,35,15,15
European origins,Southern European origins,Bosnian,15,10,10
European origins,Southern European origins,Catalan,0,0,0
European origins,Southern European origins,Croatian,65,20,50
European origins,Southern European origins,Cypriot,0,0,0
European origins,Southern European origins,Greek,140,70,65
European origins,Southern European origins,Italian,760,385,380
European origins,Southern European origins,Kosovar,0,0,0
European origins,Southern European origins,Macedonian,15,10,10
European origins,Southern European origins,Maltese,10,10,10
European origins,Southern European origins,Montenegrin,0,0,0
European origins,Southern European origins,Portuguese,90,35,50
European origins,Southern European origins,Serbian,45,25,15
European origins,Southern European origins,Sicilian,0,0,0
European origins,Southern European origins,Slovenian,30,10,20
European origins,Southern European origins,Spanish,180,65,120
European origins,Southern European origins,Yugoslavian; n.o.s.,10,0,0
European origins,Southern European origins,Southern European origins; n.i.e.,0,0,0
European origins,Other European origins,,70,25,45
European origins,Other European origins,Basque,0,0,0
European origins,Other European origins,Jewish,60,25,40
European origins,Other European origins,Roma (Gypsy),0,0,0
European origins,Other European origins,Slavic; n.o.s.,0,0,0
European origins,Other European origins,Other European origins; n.i.e.,0,0,10
Caribbean origins,Other European origins,,95,45,50
Caribbean origins,Antiguan,,0,0,0
Caribbean origins,Bahamian,,0,0,0
Caribbean origins,Barbadian,,0,0,0
Caribbean origins,Bermudan,,0,0,0
Caribbean origins,Carib,,0,0,0
Caribbean origins,Cuban,,0,0,0
Caribbean origins,Dominican,,0,0,0
Caribbean origins,Grenadian,,0,0,0
Caribbean origins,Guadeloupean,,0,0,0
Caribbean origins,Haitian,,55,20,40
Caribbean origins,Jamaican,,25,20,10
Caribbean origins,Kittitian/Nevisian,,0,0,0
Caribbean origins,Martinican,,0,0,0
Caribbean origins,Montserratan,,0,0,0
Caribbean origins,Puerto Rican,,0,0,0
Caribbean origins,St. Lucian,,0,0,0
Caribbean origins,Trinidadian/Tobagonian,,0,0,0
Caribbean origins,Vincentian/Grenadinian,,0,0,0
Caribbean origins,West Indian; n.o.s.,,0,0,0
Caribbean origins,Caribbean origins; n.i.e.,,10,15,0
Latin; Central and South American origins,,,150,60,90
Latin; Central and South American origins,Aboriginal from Central/South America (except Arawak and Maya),,0,0,0
Latin; Central and South American origins,Arawak,,0,0,0
Latin; Central and South American origins,Argentinian,,0,0,0
Latin; Central and South American origins,Belizean,,0,0,0
Latin; Central and South American origins,Bolivian,,0,0,0
Latin; Central and South American origins,Brazilian,,0,0,0
Latin; Central and South American origins,Chilean,,30,10,20
Latin; Central and South American origins,Colombian,,0,0,10
Latin; Central and South American origins,Costa Rican,,10,10,0
Latin; Central and South American origins,Ecuadorian,,0,0,0
Latin; Central and South American origins,Guatemalan,,0,0,0
Latin; Central and South American origins,Guyanese,,0,0,0
Latin; Central and South American origins,Hispanic,,0,0,0
Latin; Central and South American origins,Honduran,,15,10,10
Latin; Central and South American origins,Maya,,0,0,0
Latin; Central and South American origins,Mexican,,35,20,15
Latin; Central and South American origins,Nicaraguan,,0,0,0
Latin; Central and South American origins,Panamanian,,15,10,10
Latin; Central and South American origins,Paraguayan,,0,0,0
Latin; Central and South American origins,Peruvian,,25,0,10
Latin; Central and South American origins,Salvadorean,,0,0,0
Latin; Central and South American origins,Uruguayan,,0,0,0
Latin; Central and South American origins,Venezuelan,,10,0,10
Latin; Central and South American origins,Latin; Central and South American origins; n.i.e.,,0,0,0
African origins,,,265,130,135
African origins,Central and West African origins,,30,10,15
African origins,Central and West African origins,Akan,0,0,0
African origins,Central and West African origins,Angolan,0,0,0
African origins,Central and West African origins,Ashanti,0,0,0
African origins,Central and West African origins,Beninese,0,0,0
African origins,Central and West African origins,Burkinabe,0,0,0
African origins,Central and West African origins,Cameroonian,15,10,0
African origins,Central and West African origins,Chadian,0,0,0
African origins,Central and West African origins,Congolese,15,0,10
African origins,Central and West African origins,Edo,0,0,0
African origins,Central and West African origins,Ewe,0,0,0
African origins,Central and West African origins,Gabonese,0,0,0
African origins,Central and West African origins,Gambian,0,0,0
African origins,Central and West African origins,Ghanaian,0,0,0
African origins,Central and West African origins,Guinean,0,0,0
African origins,Central and West African origins,Ibo,0,0,0
African origins,Central and West African origins,Ivorian,0,0,0
African origins,Central and West African origins,Liberian,0,0,0
African origins,Central and West African origins,Malian,0,0,0
African origins,Central and West African origins,Malinké,0,0,0
African origins,Central and West African origins,Nigerian,0,0,0
African origins,Central and West African origins,Peulh,0,0,0
African origins,Central and West African origins,Senegalese,0,0,0
African origins,Central and West African origins,Sierra Leonean,0,0,0
African origins,Central and West African origins,Togolese,0,0,0
African origins,Central and West African origins,Wolof,0,0,0
African origins,Central and West African origins,Yoruba,0,0,0
African origins,Central and West African origins,Central and West African origins; n.i.e.,0,0,0
African origins,North African origins,,125,65,55
African origins,North African origins,Algerian,30,15,15
African origins,North African origins,Berber,0,0,0
African origins,North African origins,Coptic,0,0,0
African origins,North African origins,Dinka,0,0,0
African origins,North African origins,Egyptian,55,35,20
African origins,North African origins,Libyan,30,20,10
African origins,North African origins,Maure,0,0,0
African origins,North African origins,Moroccan,10,0,10
African origins,North African origins,Sudanese,0,0,0
African origins,North African origins,Tunisian,0,0,0
African origins,North African origins,North African origins; n.i.e.,20,10,15
African origins,Southern and East African origins,,75,25,45
African origins,Southern and East African origins,Afrikaner,0,10,0
African origins,Southern and East African origins,Amhara,0,0,0
African origins,Southern and East African origins,Bantu; n.o.s.,25,10,10
African origins,Southern and East African origins,Burundian,20,0,15
African origins,Southern and East African origins,Djiboutian,0,0,0
African origins,Southern and East African origins,Eritrean,15,0,10
African origins,Southern and East African origins,Ethiopian,0,0,0
African origins,Southern and East African origins,Harari,0,0,0
African origins,Southern and East African origins,Kenyan,10,10,0
African origins,Southern and East African origins,Malagasy,0,0,0
African origins,Southern and East African origins,Mauritian,0,0,0
African origins,Southern and East African origins,Oromo,0,0,0
African origins,Southern and East African origins,Rwandan,0,0,0
African origins,Southern and East African origins,Seychellois,0,0,0
African origins,Southern and East African origins,Somali,0,0,0
African origins,Southern and East African origins,South African,0,0,0
African origins,Southern and East African origins,Tanzanian,0,0,0
African origins,Southern and East African origins,Tigrian,0,0,0
African origins,Southern and East African origins,Ugandan,0,0,0
African origins,Southern and East African origins,Zambian,0,0,0
African origins,Southern and East African origins,Zimbabwean,0,0,0
African origins,Southern and East African origins,Zulu,0,0,0
African origins,Southern and East African origins,Southern and East African origins; n.i.e.,0,0,0
African origins,Other African origins,,45,20,20
African origins,Other African origins,Black; n.o.s.,0,0,0
African origins,Other African origins,Other African origins; n.i.e.,40,20,20
Asian origins,Other African origins,,1430,675,755
Asian origins,West Central Asian and Middle Eastern origins,,610,300,310
Asian origins,West Central Asian and Middle Eastern origins,Afghan,0,0,10
Asian origins,West Central Asian and Middle Eastern origins,Arab; n.o.s.,60,35,25
Asian origins,West Central Asian and Middle Eastern origins,Armenian,20,10,15
Asian origins,West Central Asian and Middle Eastern origins,Assyrian,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Azerbaijani,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Georgian,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Hazara,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Iranian,65,35,35
Asian origins,West Central Asian and Middle Eastern origins,Iraqi,20,10,15
Asian origins,West Central Asian and Middle Eastern origins,Israeli,15,10,10
Asian origins,West Central Asian and Middle Eastern origins,Jordanian,45,15,25
Asian origins,West Central Asian and Middle Eastern origins,Kazakh,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Kurd,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Kuwaiti,10,0,0
Asian origins,West Central Asian and Middle Eastern origins,Kyrgyz,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Lebanese,210,120,85
Asian origins,West Central Asian and Middle Eastern origins,Palestinian,130,70,65
Asian origins,West Central Asian and Middle Eastern origins,Pashtun,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Saudi Arabian,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Syrian,40,0,40
Asian origins,West Central Asian and Middle Eastern origins,Tajik,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Tatar,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Turk,50,20,30
Asian origins,West Central Asian and Middle Eastern origins,Turkmen,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Uighur,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Uzbek,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Yemeni,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,West Central Asian and Middle Eastern origins; n.i.e.,0,0,0
Asian origins,South Asian origins,,375,170,205
Asian origins,South Asian origins,Bangladeshi,10,0,0
Asian origins,South Asian origins,Bengali,0,0,0
Asian origins,South Asian origins,Bhutanese,0,0,0
Asian origins,South Asian origins,East Indian,270,125,145
Asian origins,South Asian origins,Goan,0,0,0
Asian origins,South Asian origins,Gujarati,0,0,0
Asian origins,South Asian origins,Kashmiri,0,0,0
Asian origins,South Asian origins,Nepali,0,0,0
Asian origins,South Asian origins,Pakistani,55,25,30
Asian origins,South Asian origins,Punjabi,0,0,0
Asian origins,South Asian origins,Sinhalese,15,10,10
Asian origins,South Asian origins,Sri Lankan,30,10,20
Asian origins,South Asian origins,Tamil,25,10,15
Asian origins,South Asian origins,South Asian origins; n.i.e.,100,45,55
Asian origins,East and Southeast Asian origins,,465,205,255
Asian origins,East and Southeast Asian origins,Burmese,0,10,0
Asian origins,East and Southeast Asian origins,Cambodian (Khmer),0,0,0
Asian origins,East and Southeast Asian origins,Chinese,305,140,165
Asian origins,East and Southeast Asian origins,Filipino,30,10,20
Asian origins,East and Southeast Asian origins,Hmong,0,0,0
Asian origins,East and Southeast Asian origins,Indonesian,0,0,0
Asian origins,East and Southeast Asian origins,Japanese,35,10,25
Asian origins,East and Southeast Asian origins,Karen,0,0,0
Asian origins,East and Southeast Asian origins,Korean,10,0,0
Asian origins,East and Southeast Asian origins,Laotian,0,0,0
Asian origins,East and Southeast Asian origins,Malaysian,10,0,10
Asian origins,East and Southeast Asian origins,Mongolian,0,0,0
Asian origins,East and Southeast Asian origins,Singaporean,0,0,0
Asian origins,East and Southeast Asian origins,Taiwanese,10,0,0
Asian origins,East and Southeast Asian origins,Thai,0,0,0
Asian origins,East and Southeast Asian origins,Tibetan,0,0,0
Asian origins,East and Southeast Asian origins,Vietnamese,70,40,35
Asian origins,East and Southeast Asian origins,East and Southeast Asian origins; n.i.e.,0,0,10
Asian origins,Other Asian origins,,0,0,0
Asian origins,Other Asian origins,Other Asian origins; n.i.e.,0,0,0
Oceania origins,Other Asian origins,,25,10,15
Oceania origins,Australian,,0,0,0
Oceania origins,New Zealander,,20,10,10
Oceania origins,Pacific Islands origins,,0,0,0
Oceania origins,Pacific Islands origins,Fijian,0,0,0
Oceania origins,Pacific Islands origins,Hawaiian,0,0,10
Oceania origins,Pacific Islands origins,Maori,0,0,0
Oceania origins,Pacific Islands origins,Polynesian; n.o.s.,0,0,0
Oceania origins,Pacific Islands origins,Samoan,0,0,0
Oceania origins,Pacific Islands origins,Pacific Islands origins; n.i.e.,0,0,0
