primary_ethnic_origin,secondary_ethnic_origin,tertiary_ethnic_origin,total_count,male_count,female_count
African origins,Central and West African origins,Nigerian,100,45,55
African origins,Central and West African origins,Peulh,0,0,0
African origins,Central and West African origins,Senegalese,10,0,10
African origins,Central and West African origins,Sierra Leonean,0,0,0
African origins,Central and West African origins,Togolese,0,0,0
African origins,Central and West African origins,Wolof,0,0,0
African origins,Central and West African origins,Yoruba,0,10,0
African origins,Central and West African origins,Central and West African origins; n.i.e.,0,0,0
African origins,North African origins,,255,130,125
African origins,North African origins,Algerian,20,0,15
African origins,North African origins,Berber,0,0,10
African origins,North African origins,Coptic,15,0,10
African origins,North African origins,Dinka,0,0,0
African origins,North African origins,Egyptian,135,85,55
African origins,North African origins,Libyan,0,0,10
African origins,North African origins,Maure,0,0,0
African origins,North African origins,Moroccan,55,25,30
African origins,North African origins,Sudanese,0,10,0
African origins,North African origins,Tunisian,15,10,10
African origins,North African origins,North African origins; n.i.e.,10,10,0
African origins,Southern and East African origins,,270,115,155
African origins,Southern and East African origins,Afrikaner,0,0,0
African origins,Southern and East African origins,Amhara,0,0,0
African origins,Southern and East African origins,Bantu; n.o.s.,0,0,0
African origins,Southern and East African origins,Burundian,0,0,0
African origins,Southern and East African origins,Djiboutian,0,0,0
African origins,Southern and East African origins,Eritrean,0,0,10
African origins,Southern and East African origins,Ethiopian,50,20,25
African origins,Southern and East African origins,Harari,0,0,0
African origins,Southern and East African origins,Kenyan,0,0,0
African origins,Southern and East African origins,Malagasy,25,15,15
African origins,Southern and East African origins,Mauritian,0,0,0
African origins,Southern and East African origins,Oromo,0,0,0
African origins,Southern and East African origins,Rwandan,15,0,10
African origins,Southern and East African origins,Seychellois,0,0,0
African origins,Southern and East African origins,Somali,65,20,45
African origins,Southern and East African origins,South African,75,30,50
African origins,Southern and East African origins,Tanzanian,0,0,0
African origins,Southern and East African origins,Tigrian,0,0,0
African origins,Southern and East African origins,Ugandan,10,0,0
African origins,Southern and East African origins,Zambian,0,0,0
African origins,Southern and East African origins,Zimbabwean,10,0,0
African origins,Southern and East African origins,Zulu,10,10,0
African origins,Southern and East African origins,Southern and East African origins; n.i.e.,0,0,0
African origins,Other African origins,,145,70,80
African origins,Other African origins,Black; n.o.s.,10,0,10
African origins,Other African origins,Other African origins; n.i.e.,140,65,75
Asian origins,Other African origins,,4065,1995,2070
Asian origins,West Central Asian and Middle Eastern origins,,1055,535,515
Asian origins,West Central Asian and Middle Eastern origins,Afghan,25,20,10
Asian origins,West Central Asian and Middle Eastern origins,Arab; n.o.s.,110,65,45
Asian origins,West Central Asian and Middle Eastern origins,Armenian,30,15,20
Asian origins,West Central Asian and Middle Eastern origins,Assyrian,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Azerbaijani,10,10,0
Asian origins,West Central Asian and Middle Eastern origins,Georgian,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Hazara,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Iranian,170,80,85
Asian origins,West Central Asian and Middle Eastern origins,Iraqi,80,35,45
Asian origins,West Central Asian and Middle Eastern origins,Israeli,20,10,10
Asian origins,West Central Asian and Middle Eastern origins,Jordanian,40,20,20
Asian origins,West Central Asian and Middle Eastern origins,Kazakh,15,10,10
Asian origins,West Central Asian and Middle Eastern origins,Kurd,20,0,15
Asian origins,West Central Asian and Middle Eastern origins,Kuwaiti,0,0,10
Asian origins,West Central Asian and Middle Eastern origins,Kyrgyz,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Lebanese,340,150,195
Asian origins,West Central Asian and Middle Eastern origins,Palestinian,60,35,20
Asian origins,West Central Asian and Middle Eastern origins,Pashtun,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Saudi Arabian,20,10,10
Asian origins,West Central Asian and Middle Eastern origins,Syrian,110,65,45
Asian origins,West Central Asian and Middle Eastern origins,Tajik,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Tatar,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Turk,70,35,30
Asian origins,West Central Asian and Middle Eastern origins,Turkmen,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Uighur,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Uzbek,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Yemeni,10,10,0
Asian origins,West Central Asian and Middle Eastern origins,West Central Asian and Middle Eastern origins; n.i.e.,55,35,25
Asian origins,South Asian origins,,825,430,395
Asian origins,South Asian origins,Bangladeshi,85,40,45
Asian origins,South Asian origins,Bengali,25,15,10
Asian origins,South Asian origins,Bhutanese,0,0,0
Asian origins,South Asian origins,East Indian,585,335,255
Asian origins,South Asian origins,Goan,0,0,0
Asian origins,South Asian origins,Gujarati,0,0,0
Asian origins,South Asian origins,Kashmiri,0,0,0
Asian origins,South Asian origins,Nepali,10,0,10
Asian origins,South Asian origins,Pakistani,40,10,30
Asian origins,South Asian origins,Punjabi,0,0,0
Asian origins,South Asian origins,Sinhalese,0,0,0
Asian origins,South Asian origins,Sri Lankan,65,40,25
Asian origins,South Asian origins,Tamil,0,10,0
Asian origins,South Asian origins,South Asian origins; n.i.e.,50,20,30
Asian origins,East and Southeast Asian origins,,2225,1045,1180
Asian origins,East and Southeast Asian origins,Burmese,45,0,35
Asian origins,East and Southeast Asian origins,Cambodian (Khmer),35,15,20
Asian origins,East and Southeast Asian origins,Chinese,1550,760,785
Asian origins,East and Southeast Asian origins,Filipino,250,90,160
Asian origins,East and Southeast Asian origins,Hmong,0,0,0
Asian origins,East and Southeast Asian origins,Indonesian,10,10,0
Asian origins,East and Southeast Asian origins,Japanese,120,55,65
Asian origins,East and Southeast Asian origins,Karen,0,0,0
Asian origins,East and Southeast Asian origins,Korean,120,65,55
Asian origins,East and Southeast Asian origins,Laotian,0,0,10
Asian origins,East and Southeast Asian origins,Malaysian,15,10,10
Asian origins,East and Southeast Asian origins,Mongolian,10,0,0
Asian origins,East and Southeast Asian origins,Singaporean,10,0,0
Asian origins,East and Southeast Asian origins,Taiwanese,20,10,15
Asian origins,East and Southeast Asian origins,Thai,0,0,10
Asian origins,East and Southeast Asian origins,Tibetan,15,0,10
Asian origins,East and Southeast Asian origins,Vietnamese,130,60,65
Asian origins,East and Southeast Asian origins,East and Southeast Asian origins; n.i.e.,0,0,0
Asian origins,Other Asian origins,,0,0,0
Asian origins,Other Asian origins,Other Asian origins; n.i.e.,0,0,0
Oceania origins,Other Asian origins,,150,75,75
Oceania origins,Australian,,100,45,50
Oceania origins,New Zealander,,40,20,15
Oceania origins,Pacific Islands origins,,10,0,10
Oceania origins,Pacific Islands origins,Fijian,0,0,0
Oceania origins,Pacific Islands origins,Hawaiian,0,0,0
Oceania origins,Pacific Islands origins,Maori,0,0,0
Oceania origins,Pacific Islands origins,Polynesian; n.o.s.,0,0,10
Oceania origins,Pacific Islands origins,Samoan,0,0,0
Oceania origins,Pacific Islands origins,Pacific Islands origins; n.i.e.,10,0,0
