primary_ethnic_origin,secondary_ethnic_origin,tertiary_ethnic_origin,total_count,male_count,female_count
African origins,Southern and East African origins,Harari,0,0,0
African origins,Southern and East African origins,Kenyan,40,25,10
African origins,Southern and East African origins,Malagasy,0,0,0
African origins,Southern and East African origins,Mauritian,30,10,15
African origins,Southern and East African origins,Oromo,20,25,0
African origins,Southern and East African origins,Rwandan,125,50,75
African origins,Southern and East African origins,Seychellois,0,0,0
African origins,Southern and East African origins,Somali,885,390,495
African origins,Southern and East African origins,South African,35,0,30
African origins,Southern and East African origins,Tanzanian,50,25,25
African origins,Southern and East African origins,Tigrian,0,0,0
African origins,Southern and East African origins,Ugandan,10,0,10
African origins,Southern and East African origins,Zambian,0,0,0
African origins,Southern and East African origins,Zimbabwean,15,10,15
African origins,Southern and East African origins,Zulu,0,0,0
African origins,Southern and East African origins,Southern and East African origins; n.i.e.,50,30,20
African origins,Other African origins,,545,285,260
African origins,Other African origins,Black; n.o.s.,30,20,10
African origins,Other African origins,Other African origins; n.i.e.,525,275,250
Asian origins,Other African origins,,9100,4615,4485
Asian origins,West Central Asian and Middle Eastern origins,,4810,2515,2295
Asian origins,West Central Asian and Middle Eastern origins,Afghan,210,110,95
Asian origins,West Central Asian and Middle Eastern origins,Arab; n.o.s.,290,145,145
Asian origins,West Central Asian and Middle Eastern origins,Armenian,40,25,20
Asian origins,West Central Asian and Middle Eastern origins,Assyrian,15,0,10
Asian origins,West Central Asian and Middle Eastern origins,Azerbaijani,15,0,10
Asian origins,West Central Asian and Middle Eastern origins,Georgian,0,0,10
Asian origins,West Central Asian and Middle Eastern origins,Hazara,15,10,10
Asian origins,West Central Asian and Middle Eastern origins,Iranian,370,220,155
Asian origins,West Central Asian and Middle Eastern origins,Iraqi,415,245,170
Asian origins,West Central Asian and Middle Eastern origins,Israeli,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Jordanian,105,55,55
Asian origins,West Central Asian and Middle Eastern origins,Kazakh,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Kurd,25,20,0
Asian origins,West Central Asian and Middle Eastern origins,Kuwaiti,80,50,30
Asian origins,West Central Asian and Middle Eastern origins,Kyrgyz,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Lebanese,2690,1370,1325
Asian origins,West Central Asian and Middle Eastern origins,Palestinian,225,130,95
Asian origins,West Central Asian and Middle Eastern origins,Pashtun,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Saudi Arabian,80,40,35
Asian origins,West Central Asian and Middle Eastern origins,Syrian,225,125,100
Asian origins,West Central Asian and Middle Eastern origins,Tajik,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Tatar,25,0,20
Asian origins,West Central Asian and Middle Eastern origins,Turk,160,85,80
Asian origins,West Central Asian and Middle Eastern origins,Turkmen,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Uighur,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Uzbek,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Yemeni,75,40,30
Asian origins,West Central Asian and Middle Eastern origins,West Central Asian and Middle Eastern origins; n.i.e.,165,80,85
Asian origins,South Asian origins,,1585,910,670
Asian origins,South Asian origins,Bangladeshi,155,85,75
Asian origins,South Asian origins,Bengali,40,20,25
Asian origins,South Asian origins,Bhutanese,10,0,0
Asian origins,South Asian origins,East Indian,1085,645,440
Asian origins,South Asian origins,Goan,0,0,0
Asian origins,South Asian origins,Gujarati,0,0,0
Asian origins,South Asian origins,Kashmiri,0,0,0
Asian origins,South Asian origins,Nepali,25,10,15
Asian origins,South Asian origins,Pakistani,210,115,95
Asian origins,South Asian origins,Punjabi,15,15,0
Asian origins,South Asian origins,Sinhalese,10,0,10
Asian origins,South Asian origins,Sri Lankan,25,10,20
Asian origins,South Asian origins,Tamil,20,15,10
Asian origins,South Asian origins,South Asian origins; n.i.e.,55,20,35
Asian origins,East and Southeast Asian origins,,2785,1245,1540
Asian origins,East and Southeast Asian origins,Burmese,10,0,10
Asian origins,East and Southeast Asian origins,Cambodian (Khmer),30,10,20
Asian origins,East and Southeast Asian origins,Chinese,1655,735,920
Asian origins,East and Southeast Asian origins,Filipino,665,260,405
Asian origins,East and Southeast Asian origins,Hmong,0,0,0
Asian origins,East and Southeast Asian origins,Indonesian,0,10,0
Asian origins,East and Southeast Asian origins,Japanese,120,55,65
Asian origins,East and Southeast Asian origins,Karen,0,0,0
Asian origins,East and Southeast Asian origins,Korean,85,40,40
Asian origins,East and Southeast Asian origins,Laotian,0,0,0
Asian origins,East and Southeast Asian origins,Malaysian,15,10,10
Asian origins,East and Southeast Asian origins,Mongolian,0,10,0
Asian origins,East and Southeast Asian origins,Singaporean,0,0,0
Asian origins,East and Southeast Asian origins,Taiwanese,35,15,20
Asian origins,East and Southeast Asian origins,Thai,15,10,0
Asian origins,East and Southeast Asian origins,Tibetan,0,0,0
Asian origins,East and Southeast Asian origins,Vietnamese,255,135,120
Asian origins,East and Southeast Asian origins,East and Southeast Asian origins; n.i.e.,0,0,0
Asian origins,Other Asian origins,,0,0,0
Asian origins,Other Asian origins,Other Asian origins; n.i.e.,0,0,0
Oceania origins,Other Asian origins,,55,30,25
Oceania origins,Australian,,40,25,15
Oceania origins,New Zealander,,15,0,15
Oceania origins,Pacific Islands origins,,0,0,0
Oceania origins,Pacific Islands origins,Fijian,0,0,0
Oceania origins,Pacific Islands origins,Hawaiian,0,0,0
Oceania origins,Pacific Islands origins,Maori,0,0,0
Oceania origins,Pacific Islands origins,Polynesian; n.o.s.,0,0,0
Oceania origins,Pacific Islands origins,Samoan,0,0,0
Oceania origins,Pacific Islands origins,Pacific Islands origins; n.i.e.,0,0,0
