primary_ethnic_origin,secondary_ethnic_origin,tertiary_ethnic_origin,total_count,male_count,female_count
European origins,Southern European origins,Albanian,0,0,0
European origins,Southern European origins,Bosnian,0,0,0
European origins,Southern European origins,Catalan,0,0,0
European origins,Southern European origins,Croatian,15,10,10
European origins,Southern European origins,Cypriot,0,0,0
European origins,Southern European origins,Greek,10,0,10
European origins,Southern European origins,Italian,90,40,50
European origins,Southern European origins,Kosovar,0,0,0
European origins,Southern European origins,Macedonian,0,0,0
European origins,Southern European origins,Maltese,0,0,0
European origins,Southern European origins,Montenegrin,0,0,0
European origins,Southern European origins,Portuguese,0,0,0
European origins,Southern European origins,Serbian,0,0,0
European origins,Southern European origins,Sicilian,0,0,0
European origins,Southern European origins,Slovenian,10,0,10
European origins,Southern European origins,Spanish,15,0,10
European origins,Southern European origins,Yugoslavian; n.o.s.,0,0,0
European origins,Southern European origins,Southern European origins; n.i.e.,0,0,0
European origins,Other European origins,,50,25,25
European origins,Other European origins,Basque,0,0,0
European origins,Other European origins,Jewish,30,15,15
European origins,Other European origins,Roma (Gypsy),0,0,0
European origins,Other European origins,Slavic; n.o.s.,20,10,10
European origins,Other European origins,Other European origins; n.i.e.,0,0,0
Caribbean origins,Other European origins,,10,10,0
Caribbean origins,Antiguan,,0,0,0
Caribbean origins,Bahamian,,0,0,0
Caribbean origins,Barbadian,,0,0,0
Caribbean origins,Bermudan,,0,0,0
Caribbean origins,Carib,,0,0,0
Caribbean origins,Cuban,,0,0,0
Caribbean origins,Dominican,,0,0,0
Caribbean origins,Grenadian,,0,0,0
Caribbean origins,Guadeloupean,,0,0,0
Caribbean origins,Haitian,,0,0,0
Caribbean origins,Jamaican,,0,0,0
Caribbean origins,Kittitian/Nevisian,,0,0,0
Caribbean origins,Martinican,,0,0,0
Caribbean origins,Montserratan,,0,0,0
Caribbean origins,Puerto Rican,,0,0,0
Caribbean origins,St. Lucian,,0,0,0
Caribbean origins,Trinidadian/Tobagonian,,10,0,0
Caribbean origins,Vincentian/Grenadinian,,0,0,0
Caribbean origins,West Indian; n.o.s.,,0,10,0
Caribbean origins,Caribbean origins; n.i.e.,,0,0,0
Latin; Central and South American origins,,,20,10,15
Latin; Central and South American origins,Aboriginal from Central/South America (except Arawak and Maya),,0,0,0
Latin; Central and South American origins,Arawak,,0,0,0
Latin; Central and South American origins,Argentinian,,0,0,0
Latin; Central and South American origins,Belizean,,0,0,0
Latin; Central and South American origins,Bolivian,,0,0,0
Latin; Central and South American origins,Brazilian,,0,0,0
Latin; Central and South American origins,Chilean,,0,0,0
Latin; Central and South American origins,Colombian,,0,0,0
Latin; Central and South American origins,Costa Rican,,0,0,0
Latin; Central and South American origins,Ecuadorian,,0,0,0
Latin; Central and South American origins,Guatemalan,,0,0,0
Latin; Central and South American origins,Guyanese,,0,0,0
Latin; Central and South American origins,Hispanic,,0,0,0
Latin; Central and South American origins,Honduran,,0,0,0
Latin; Central and South American origins,Maya,,0,0,0
Latin; Central and South American origins,Mexican,,20,10,15
Latin; Central and South American origins,Nicaraguan,,0,0,0
Latin; Central and South American origins,Panamanian,,0,0,0
Latin; Central and South American origins,Paraguayan,,0,0,0
Latin; Central and South American origins,Peruvian,,0,0,0
Latin; Central and South American origins,Salvadorean,,0,0,0
Latin; Central and South American origins,Uruguayan,,0,0,0
Latin; Central and South American origins,Venezuelan,,0,0,0
Latin; Central and South American origins,Latin; Central and South American origins; n.i.e.,,0,0,0
African origins,,,10,10,10
African origins,Central and West African origins,,0,0,0
African origins,Central and West African origins,Akan,0,0,0
African origins,Central and West African origins,Angolan,0,0,0
African origins,Central and West African origins,Ashanti,0,0,0
African origins,Central and West African origins,Beninese,0,0,0
African origins,Central and West African origins,Burkinabe,0,0,0
African origins,Central and West African origins,Cameroonian,0,0,0
African origins,Central and West African origins,Chadian,0,0,0
African origins,Central and West African origins,Congolese,0,0,0
African origins,Central and West African origins,Edo,0,0,0
African origins,Central and West African origins,Ewe,0,0,0
African origins,Central and West African origins,Gabonese,0,0,0
African origins,Central and West African origins,Gambian,0,0,0
African origins,Central and West African origins,Ghanaian,0,0,0
African origins,Central and West African origins,Guinean,0,0,0
African origins,Central and West African origins,Ibo,0,0,0
African origins,Central and West African origins,Ivorian,0,0,0
African origins,Central and West African origins,Liberian,0,0,0
African origins,Central and West African origins,Malian,0,0,0
African origins,Central and West African origins,Malinké,0,0,0
African origins,Central and West African origins,Nigerian,0,0,0
African origins,Central and West African origins,Peulh,0,0,0
African origins,Central and West African origins,Senegalese,0,0,0
African origins,Central and West African origins,Sierra Leonean,0,0,0
African origins,Central and West African origins,Togolese,0,0,0
African origins,Central and West African origins,Wolof,0,0,0
African origins,Central and West African origins,Yoruba,0,0,0
African origins,Central and West African origins,Central and West African origins; n.i.e.,0,0,0
African origins,North African origins,,10,10,10
African origins,North African origins,Algerian,0,0,0
African origins,North African origins,Berber,0,0,0
African origins,North African origins,Coptic,0,0,0
African origins,North African origins,Dinka,0,0,0
African origins,North African origins,Egyptian,10,0,0
African origins,North African origins,Libyan,0,0,0
African origins,North African origins,Maure,0,0,0
African origins,North African origins,Moroccan,0,0,0
African origins,North African origins,Sudanese,0,0,0
African origins,North African origins,Tunisian,0,0,0
African origins,North African origins,North African origins; n.i.e.,0,0,0
African origins,Southern and East African origins,,0,0,0
African origins,Southern and East African origins,Afrikaner,0,0,0
African origins,Southern and East African origins,Amhara,0,0,0
African origins,Southern and East African origins,Bantu; n.o.s.,0,0,0
African origins,Southern and East African origins,Burundian,0,0,0
African origins,Southern and East African origins,Djiboutian,0,0,0
African origins,Southern and East African origins,Eritrean,0,0,0
African origins,Southern and East African origins,Ethiopian,0,0,0
African origins,Southern and East African origins,Harari,0,0,0
African origins,Southern and East African origins,Kenyan,0,0,0
African origins,Southern and East African origins,Malagasy,0,0,0
African origins,Southern and East African origins,Mauritian,0,0,0
African origins,Southern and East African origins,Oromo,0,0,0
African origins,Southern and East African origins,Rwandan,0,0,0
African origins,Southern and East African origins,Seychellois,0,0,0
African origins,Southern and East African origins,Somali,0,0,0
African origins,Southern and East African origins,South African,0,0,0
African origins,Southern and East African origins,Tanzanian,0,0,0
African origins,Southern and East African origins,Tigrian,0,0,0
African origins,Southern and East African origins,Ugandan,0,0,0
African origins,Southern and East African origins,Zambian,0,0,0
African origins,Southern and East African origins,Zimbabwean,0,0,0
African origins,Southern and East African origins,Zulu,0,0,0
African origins,Southern and East African origins,Southern and East African origins; n.i.e.,0,0,0
African origins,Other African origins,,0,10,0
African origins,Other African origins,Black; n.o.s.,0,10,0
African origins,Other African origins,Other African origins; n.i.e.,0,0,0
Asian origins,Other African origins,,315,170,145
Asian origins,West Central Asian and Middle Eastern origins,,175,105,75
Asian origins,West Central Asian and Middle Eastern origins,Afghan,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Arab; n.o.s.,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Armenian,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Assyrian,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Azerbaijani,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Georgian,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Hazara,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Iranian,15,10,0
Asian origins,West Central Asian and Middle Eastern origins,Iraqi,0,0,10
Asian origins,West Central Asian and Middle Eastern origins,Israeli,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Jordanian,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Kazakh,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Kurd,0,10,0
Asian origins,West Central Asian and Middle Eastern origins,Kuwaiti,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Kyrgyz,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Lebanese,70,50,20
Asian origins,West Central Asian and Middle Eastern origins,Palestinian,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Pashtun,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Saudi Arabian,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Syrian,10,0,0
Asian origins,West Central Asian and Middle Eastern origins,Tajik,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Tatar,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Turk,75,35,40
Asian origins,West Central Asian and Middle Eastern origins,Turkmen,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Uighur,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Uzbek,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Yemeni,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,West Central Asian and Middle Eastern origins; n.i.e.,0,0,0
Asian origins,South Asian origins,,60,30,30
Asian origins,South Asian origins,Bangladeshi,0,0,0
Asian origins,South Asian origins,Bengali,0,0,0
Asian origins,South Asian origins,Bhutanese,0,0,0
Asian origins,South Asian origins,East Indian,60,30,30
Asian origins,South Asian origins,Goan,0,0,0
Asian origins,South Asian origins,Gujarati,0,0,0
Asian origins,South Asian origins,Kashmiri,0,0,0
Asian origins,South Asian origins,Nepali,0,0,0
Asian origins,South Asian origins,Pakistani,0,0,0
Asian origins,South Asian origins,Punjabi,0,0,0
Asian origins,South Asian origins,Sinhalese,0,0,0
Asian origins,South Asian origins,Sri Lankan,0,0,0
Asian origins,South Asian origins,Tamil,0,0,0
Asian origins,South Asian origins,South Asian origins; n.i.e.,0,0,0
Asian origins,East and Southeast Asian origins,,85,40,45
Asian origins,East and Southeast Asian origins,Burmese,0,0,0
Asian origins,East and Southeast Asian origins,Cambodian (Khmer),0,0,0
Asian origins,East and Southeast Asian origins,Chinese,50,25,25
Asian origins,East and Southeast Asian origins,Filipino,0,0,0
Asian origins,East and Southeast Asian origins,Hmong,0,0,0
Asian origins,East and Southeast Asian origins,Indonesian,0,0,0
Asian origins,East and Southeast Asian origins,Japanese,10,0,10
Asian origins,East and Southeast Asian origins,Karen,0,0,0
Asian origins,East and Southeast Asian origins,Korean,15,10,0
Asian origins,East and Southeast Asian origins,Laotian,0,0,0
Asian origins,East and Southeast Asian origins,Malaysian,0,0,0
Asian origins,East and Southeast Asian origins,Mongolian,0,0,0
Asian origins,East and Southeast Asian origins,Singaporean,0,0,0
Asian origins,East and Southeast Asian origins,Taiwanese,0,0,0
Asian origins,East and Southeast Asian origins,Thai,10,10,0
Asian origins,East and Southeast Asian origins,Tibetan,0,0,0
Asian origins,East and Southeast Asian origins,Vietnamese,0,0,0
Asian origins,East and Southeast Asian origins,East and Southeast Asian origins; n.i.e.,0,0,0
Asian origins,Other Asian origins,,0,0,0
Asian origins,Other Asian origins,Other Asian origins; n.i.e.,0,0,0
Oceania origins,Other Asian origins,,0,0,0
Oceania origins,Australian,,0,0,0
Oceania origins,New Zealander,,0,0,0
Oceania origins,Pacific Islands origins,,0,0,0
Oceania origins,Pacific Islands origins,Fijian,0,0,0
Oceania origins,Pacific Islands origins,Hawaiian,0,0,0
Oceania origins,Pacific Islands origins,Maori,0,0,0
Oceania origins,Pacific Islands origins,Polynesian; n.o.s.,0,0,0
Oceania origins,Pacific Islands origins,Samoan,0,0,0
Oceania origins,Pacific Islands origins,Pacific Islands origins; n.i.e.,0,0,0
