primary_ethnic_origin,secondary_ethnic_origin,tertiary_ethnic_origin,total_count,male_count,female_count
European origins,Northern European origins (except British Isles origins),Northern European origins; n.i.e.,10,10,0
European origins,Eastern European origins,,1125,605,520
European origins,Eastern European origins,Bulgarian,35,15,15
European origins,Eastern European origins,Byelorussian,10,0,10
European origins,Eastern European origins,Czech,30,20,15
European origins,Eastern European origins,Czechoslovakian; n.o.s.,10,0,10
European origins,Eastern European origins,Estonian,0,0,0
European origins,Eastern European origins,Hungarian,100,55,50
European origins,Eastern European origins,Latvian,0,0,10
European origins,Eastern European origins,Lithuanian,20,10,10
European origins,Eastern European origins,Moldovan,0,10,0
European origins,Eastern European origins,Polish,390,195,195
European origins,Eastern European origins,Romanian,40,25,15
European origins,Eastern European origins,Russian,160,90,65
European origins,Eastern European origins,Slovak,55,25,25
European origins,Eastern European origins,Ukrainian,425,245,185
European origins,Eastern European origins,Eastern European origins; n.i.e.,10,10,0
European origins,Southern European origins,,1345,660,685
European origins,Southern European origins,Albanian,45,25,25
European origins,Southern European origins,Bosnian,0,0,0
European origins,Southern European origins,Catalan,0,0,0
European origins,Southern European origins,Croatian,45,15,30
European origins,Southern European origins,Cypriot,10,0,10
European origins,Southern European origins,Greek,55,15,40
European origins,Southern European origins,Italian,575,280,300
European origins,Southern European origins,Kosovar,0,0,0
European origins,Southern European origins,Macedonian,15,15,10
European origins,Southern European origins,Maltese,10,10,0
European origins,Southern European origins,Montenegrin,0,0,0
European origins,Southern European origins,Portuguese,275,140,130
European origins,Southern European origins,Serbian,40,20,20
European origins,Southern European origins,Sicilian,0,0,0
European origins,Southern European origins,Slovenian,10,0,10
European origins,Southern European origins,Spanish,260,125,130
European origins,Southern European origins,Yugoslavian; n.o.s.,50,35,15
European origins,Southern European origins,Southern European origins; n.i.e.,0,0,0
European origins,Other European origins,,110,65,45
European origins,Other European origins,Basque,25,15,15
European origins,Other European origins,Jewish,30,20,10
European origins,Other European origins,Roma (Gypsy),10,10,10
European origins,Other European origins,Slavic; n.o.s.,0,0,0
European origins,Other European origins,Other European origins; n.i.e.,35,20,15
Caribbean origins,Other European origins,,880,375,505
Caribbean origins,Antiguan,,0,0,0
Caribbean origins,Bahamian,,0,0,0
Caribbean origins,Barbadian,,35,10,25
Caribbean origins,Bermudan,,0,0,0
Caribbean origins,Carib,,0,0,0
Caribbean origins,Cuban,,15,10,0
Caribbean origins,Dominican,,15,15,0
Caribbean origins,Grenadian,,0,0,0
Caribbean origins,Guadeloupean,,0,0,0
Caribbean origins,Haitian,,430,195,235
Caribbean origins,Jamaican,,240,105,145
Caribbean origins,Kittitian/Nevisian,,0,0,0
Caribbean origins,Martinican,,0,0,0
Caribbean origins,Montserratan,,0,0,0
Caribbean origins,Puerto Rican,,0,0,0
Caribbean origins,St. Lucian,,45,15,30
Caribbean origins,Trinidadian/Tobagonian,,30,10,25
Caribbean origins,Vincentian/Grenadinian,,10,10,10
Caribbean origins,West Indian; n.o.s.,,65,15,45
Caribbean origins,Caribbean origins; n.i.e.,,25,10,15
Latin; Central and South American origins,,,505,210,295
Latin; Central and South American origins,Aboriginal from Central/South America (except Arawak and Maya),,10,0,10
Latin; Central and South American origins,Arawak,,15,0,15
Latin; Central and South American origins,Argentinian,,10,10,0
Latin; Central and South American origins,Belizean,,0,0,0
Latin; Central and South American origins,Bolivian,,0,0,0
Latin; Central and South American origins,Brazilian,,25,10,15
Latin; Central and South American origins,Chilean,,45,20,20
Latin; Central and South American origins,Colombian,,40,10,30
Latin; Central and South American origins,Costa Rican,,10,0,10
Latin; Central and South American origins,Ecuadorian,,0,0,0
Latin; Central and South American origins,Guatemalan,,0,0,10
Latin; Central and South American origins,Guyanese,,35,25,15
Latin; Central and South American origins,Hispanic,,15,10,10
Latin; Central and South American origins,Honduran,,0,0,0
Latin; Central and South American origins,Maya,,20,0,10
Latin; Central and South American origins,Mexican,,105,35,65
Latin; Central and South American origins,Nicaraguan,,90,50,45
Latin; Central and South American origins,Panamanian,,0,0,0
Latin; Central and South American origins,Paraguayan,,0,0,0
Latin; Central and South American origins,Peruvian,,20,0,20
Latin; Central and South American origins,Salvadorean,,85,35,50
Latin; Central and South American origins,Uruguayan,,0,0,0
Latin; Central and South American origins,Venezuelan,,10,0,10
Latin; Central and South American origins,Latin; Central and South American origins; n.i.e.,,10,10,0
African origins,,,1005,520,490
African origins,Central and West African origins,,305,145,165
African origins,Central and West African origins,Akan,0,0,0
African origins,Central and West African origins,Angolan,30,15,15
African origins,Central and West African origins,Ashanti,0,0,0
African origins,Central and West African origins,Beninese,0,0,0
African origins,Central and West African origins,Burkinabe,0,0,0
African origins,Central and West African origins,Cameroonian,45,20,20
African origins,Central and West African origins,Chadian,0,0,0
African origins,Central and West African origins,Congolese,120,65,60
African origins,Central and West African origins,Edo,0,0,0
African origins,Central and West African origins,Ewe,0,0,0
African origins,Central and West African origins,Gabonese,0,0,0
African origins,Central and West African origins,Gambian,0,0,0
African origins,Central and West African origins,Ghanaian,10,0,0
African origins,Central and West African origins,Guinean,0,0,0
African origins,Central and West African origins,Ibo,0,0,0
African origins,Central and West African origins,Ivorian,15,0,10
African origins,Central and West African origins,Liberian,0,0,0
African origins,Central and West African origins,Malian,10,0,0
African origins,Central and West African origins,Malinké,0,0,0
African origins,Central and West African origins,Nigerian,15,0,15
African origins,Central and West African origins,Peulh,0,0,0
African origins,Central and West African origins,Senegalese,30,0,20
African origins,Central and West African origins,Sierra Leonean,0,0,0
African origins,Central and West African origins,Togolese,0,0,0
African origins,Central and West African origins,Wolof,0,0,0
African origins,Central and West African origins,Yoruba,25,10,15
African origins,Central and West African origins,Central and West African origins; n.i.e.,30,20,10
African origins,North African origins,,140,55,90
African origins,North African origins,Algerian,20,15,0
African origins,North African origins,Berber,15,10,0
African origins,North African origins,Coptic,0,0,0
African origins,North African origins,Dinka,0,0,0
African origins,North African origins,Egyptian,80,25,55
African origins,North African origins,Libyan,0,0,0
African origins,North African origins,Maure,0,0,0
African origins,North African origins,Moroccan,15,10,10
African origins,North African origins,Sudanese,20,10,15
African origins,North African origins,Tunisian,10,0,0
African origins,North African origins,North African origins; n.i.e.,0,0,0
African origins,Southern and East African origins,,340,200,140
African origins,Southern and East African origins,Afrikaner,0,0,0
African origins,Southern and East African origins,Amhara,0,0,0
African origins,Southern and East African origins,Bantu; n.o.s.,0,0,0
African origins,Southern and East African origins,Burundian,30,15,10
African origins,Southern and East African origins,Djiboutian,0,0,0
African origins,Southern and East African origins,Eritrean,35,25,15
African origins,Southern and East African origins,Ethiopian,50,35,15
African origins,Southern and East African origins,Harari,0,0,0
African origins,Southern and East African origins,Kenyan,10,10,0
African origins,Southern and East African origins,Malagasy,0,0,0
African origins,Southern and East African origins,Mauritian,0,0,0
African origins,Southern and East African origins,Oromo,0,0,0
African origins,Southern and East African origins,Rwandan,55,25,30
African origins,Southern and East African origins,Seychellois,0,0,0
African origins,Southern and East African origins,Somali,85,45,40
African origins,Southern and East African origins,South African,0,0,0
African origins,Southern and East African origins,Tanzanian,0,0,0
African origins,Southern and East African origins,Tigrian,10,0,10
African origins,Southern and East African origins,Ugandan,35,20,15
African origins,Southern and East African origins,Zambian,0,0,0
African origins,Southern and East African origins,Zimbabwean,0,0,10
African origins,Southern and East African origins,Zulu,0,0,0
African origins,Southern and East African origins,Southern and East African origins; n.i.e.,40,30,15
African origins,Other African origins,,265,150,110
African origins,Other African origins,Black; n.o.s.,40,25,15
African origins,Other African origins,Other African origins; n.i.e.,225,130,95
Asian origins,Other African origins,,2755,1430,1320
Asian origins,West Central Asian and Middle Eastern origins,,1475,790,685
Asian origins,West Central Asian and Middle Eastern origins,Afghan,145,70,75
Asian origins,West Central Asian and Middle Eastern origins,Arab; n.o.s.,70,40,25
Asian origins,West Central Asian and Middle Eastern origins,Armenian,40,15,30
Asian origins,West Central Asian and Middle Eastern origins,Assyrian,10,10,0
Asian origins,West Central Asian and Middle Eastern origins,Azerbaijani,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Georgian,10,15,0
Asian origins,West Central Asian and Middle Eastern origins,Hazara,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Iranian,95,50,45
Asian origins,West Central Asian and Middle Eastern origins,Iraqi,85,50,35
Asian origins,West Central Asian and Middle Eastern origins,Israeli,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Jordanian,45,15,25
Asian origins,West Central Asian and Middle Eastern origins,Kazakh,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Kurd,25,20,10
Asian origins,West Central Asian and Middle Eastern origins,Kuwaiti,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Kyrgyz,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Lebanese,875,460,415
Asian origins,West Central Asian and Middle Eastern origins,Palestinian,75,40,35
Asian origins,West Central Asian and Middle Eastern origins,Pashtun,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Saudi Arabian,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Syrian,75,35,40
Asian origins,West Central Asian and Middle Eastern origins,Tajik,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Tatar,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Turk,0,0,10
Asian origins,West Central Asian and Middle Eastern origins,Turkmen,10,0,10
Asian origins,West Central Asian and Middle Eastern origins,Uighur,0,0,0
Asian origins,West Central Asian and Middle Eastern origins,Uzbek,10,10,10
Asian origins,West Central Asian and Middle Eastern origins,Yemeni,10,0,10
Asian origins,West Central Asian and Middle Eastern origins,West Central Asian and Middle Eastern origins; n.i.e.,40,30,10
Asian origins,South Asian origins,,515,250,265
Asian origins,South Asian origins,Bangladeshi,60,25,35
Asian origins,South Asian origins,Bengali,0,0,0
Asian origins,South Asian origins,Bhutanese,0,0,0
Asian origins,South Asian origins,East Indian,380,200,185
Asian origins,South Asian origins,Goan,0,0,0
Asian origins,South Asian origins,Gujarati,0,0,0
Asian origins,South Asian origins,Kashmiri,0,0,0
Asian origins,South Asian origins,Nepali,0,0,0
Asian origins,South Asian origins,Pakistani,60,15,50
Asian origins,South Asian origins,Punjabi,10,10,10
Asian origins,South Asian origins,Sinhalese,0,0,0
Asian origins,South Asian origins,Sri Lankan,20,0,15
Asian origins,South Asian origins,Tamil,0,0,0
Asian origins,South Asian origins,South Asian origins; n.i.e.,10,10,0
Asian origins,East and Southeast Asian origins,,805,400,405
Asian origins,East and Southeast Asian origins,Burmese,0,0,0
Asian origins,East and Southeast Asian origins,Cambodian (Khmer),10,0,0
Asian origins,East and Southeast Asian origins,Chinese,350,210,135
Asian origins,East and Southeast Asian origins,Filipino,275,110,160
Asian origins,East and Southeast Asian origins,Hmong,0,0,0
Asian origins,East and Southeast Asian origins,Indonesian,0,0,0
Asian origins,East and Southeast Asian origins,Japanese,45,25,20
Asian origins,East and Southeast Asian origins,Karen,15,10,0
Asian origins,East and Southeast Asian origins,Korean,35,15,20
Asian origins,East and Southeast Asian origins,Laotian,0,0,0
Asian origins,East and Southeast Asian origins,Malaysian,25,0,20
Asian origins,East and Southeast Asian origins,Mongolian,0,0,0
Asian origins,East and Southeast Asian origins,Singaporean,0,0,0
Asian origins,East and Southeast Asian origins,Taiwanese,0,0,0
Asian origins,East and Southeast Asian origins,Thai,10,0,10
Asian origins,East and Southeast Asian origins,Tibetan,0,0,0
Asian origins,East and Southeast Asian origins,Vietnamese,90,35,55
Asian origins,East and Southeast Asian origins,East and Southeast Asian origins; n.i.e.,10,10,0
Asian origins,Other Asian origins,,0,0,0
Asian origins,Other Asian origins,Other Asian origins; n.i.e.,0,0,0
Oceania origins,Other Asian origins,,20,10,10
Oceania origins,Australian,,0,0,0
Oceania origins,New Zealander,,0,0,0
Oceania origins,Pacific Islands origins,,10,10,10
Oceania origins,Pacific Islands origins,Fijian,0,0,0
Oceania origins,Pacific Islands origins,Hawaiian,0,0,0
Oceania origins,Pacific Islands origins,Maori,0,0,0
Oceania origins,Pacific Islands origins,Polynesian; n.o.s.,0,0,0
Oceania origins,Pacific Islands origins,Samoan,10,10,0
Oceania origins,Pacific Islands origins,Pacific Islands origins; n.i.e.,0,0,0
